age,workclass,fnlwgt,education,education_num,married_status,occupation,relationship,race,sex,capital_gain,capital_loss,hrs_pr_week,native_country,income
43,Private,183342,Bachelors,13,married,Adm-clerical,Husband,White,Male,0,0,40,United-States,1
51,Private,177669,higher,10,married,Sales,Husband,White,Male,0,0,60,United-States,0
50,State-gov,141608,high-school,9,married,Other-service,Wife,White,Female,0,0,30,United-States,0
36,Self-emp-inc,164866,higher,12,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,0
67,Self-emp-inc,330144,Masters,14,married,Sales,Husband,White,Male,0,0,48,United-States,1
47,Private,27624,higher,11,Never-married,Other-service,Not-in-family,White,Female,0,0,55,United-States,0
28,Private,176683,Bachelors,13,married,Exec-managerial,Husband,White,Male,5178,0,50,United-States,1
77,Private,142646,school,4,Married-spouse-absent,Priv-house-serv,Unmarried,White,Female,0,0,23,United-States,0
44,Private,277533,higher,10,married,Craft-repair,Husband,White,Male,0,0,40,United-States,0
37,Self-emp-not-inc,36214,Bachelors,13,married,Craft-repair,Husband,White,Male,0,0,65,United-States,1
53,Self-emp-inc,134793,higher,10,married,Exec-managerial,Husband,White,Male,15024,0,50,United-States,1
28,Private,192384,Bachelors,13,married,Sales,Husband,White,Male,0,0,40,United-States,1
43,Private,197810,Masters,14,Married-spouse-absent,Other-service,Unmarried,White,Female,0,0,40,United-States,0
32,State-gov,27051,Bachelors,13,married,Craft-repair,Husband,White,Male,0,0,52,United-States,1
19,Private,32477,higher,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,25,United-States,0
75,Self-emp-not-inc,208426,higher,15,married,Prof-specialty,Husband,White,Male,0,0,35,United-States,0
24,Private,175586,high-school,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,0
49,Self-emp-not-inc,155489,higher,10,married,Craft-repair,Husband,White,Male,0,0,65,Poland,0
23,Private,160398,higher,10,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Male,0,0,40,United-States,0
31,Private,241360,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,0
49,Private,160647,Bachelors,13,married,Adm-clerical,Wife,White,Female,0,0,40,United-States,1
31,Private,220690,higher,10,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,80,United-States,0
34,Private,344073,high-school,9,Married-spouse-absent,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,1
21,Private,161508,high-school,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,0
29,Private,253801,high-school,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States,0
18,Private,238867,school,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,1602,40,United-States,0
47,Federal-gov,117628,high-school,9,married,Craft-repair,Husband,White,Male,0,0,40,United-States,1
35,Private,260578,high-school,9,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,1
31,Private,112115,high-school,9,married,Craft-repair,Husband,White,Male,0,0,40,United-States,1
40,State-gov,377018,Bachelors,13,married,Prof-specialty,Husband,White,Male,0,0,60,United-States,1
37,Private,127918,higher,10,Never-married,Transport-moving,Unmarried,White,Female,0,0,20,Puerto-Rico,0
22,State-gov,157332,higher,10,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States,0
43,Private,50356,higher,10,married,Craft-repair,Husband,White,Male,0,1485,50,United-States,0
30,Private,241844,high-school,9,Married-spouse-absent,Handlers-cleaners,Own-child,Black,Male,0,0,40,United-States,0
37,Private,190964,high-school,9,Married-spouse-absent,Exec-managerial,Own-child,White,Male,0,0,40,United-States,0
42,Private,195755,high-school,9,Married-spouse-absent,Craft-repair,Unmarried,White,Male,0,0,40,United-States,0
49,Private,120121,Doctorate,16,married,Prof-specialty,Husband,White,Male,7688,0,45,United-States,1
36,Private,29814,high-school,9,Never-married,Transport-moving,Other-relative,White,Male,0,0,50,United-States,0
40,Private,327573,higher,11,married,Craft-repair,Husband,White,Male,0,0,40,United-States,0
20,Private,293091,high-school,9,Never-married,Prof-specialty,Own-child,White,Male,0,0,12,United-States,0
32,Private,44677,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0
40,Private,197033,higher,10,married,Craft-repair,Husband,White,Male,0,0,50,United-States,0
24,Private,356861,school,6,married,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,0
24,Self-emp-not-inc,322931,school,4,married,Transport-moving,Husband,White,Male,0,1902,40,United-States,1
19,State-gov,60412,higher,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,United-States,0
38,Local-gov,745768,higher,10,Married-spouse-absent,Exec-managerial,Unmarried,Black,Female,0,0,45,United-States,0
54,Local-gov,169785,Masters,14,Married-spouse-absent,Prof-specialty,Unmarried,White,Female,0,0,38,United-States,0
58,Private,128162,high-school,9,Married-spouse-absent,Sales,Not-in-family,White,Female,0,0,24,United-States,0
52,Private,74275,higher,10,married,Sales,Husband,White,Male,7298,0,45,United-States,1
32,Private,218322,high-school,9,married,Craft-repair,Husband,White,Male,0,0,40,United-States,0
21,Private,86557,higher,10,Never-married,Sales,Other-relative,Other,Female,0,0,30,United-States,0
52,Private,78012,high-school,9,Married-spouse-absent,Sales,Unmarried,White,Female,0,1762,40,United-States,0
58,Private,314092,higher,11,married,Craft-repair,Husband,White,Male,0,1887,48,United-States,1
30,Private,140790,high-school,9,married,Sales,Husband,White,Male,0,0,45,United-States,0
28,Private,123147,higher,10,Never-married,Tech-support,Not-in-family,White,Female,4865,0,40,United-States,0
61,Private,353031,high-school,9,married,Transport-moving,Husband,White,Male,0,0,60,United-States,0
22,Private,191954,higher,11,Never-married,Sales,Own-child,White,Male,0,0,45,United-States,0
47,Private,232628,high-school,9,married,Craft-repair,Husband,Black,Male,0,0,40,United-States,0
46,Private,162030,high-school,9,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,0,0,43,United-States,0
35,Private,207202,school,6,married,Transport-moving,Husband,White,Male,0,0,70,United-States,0
20,Private,130840,high-school,9,Never-married,Craft-repair,Own-child,White,Male,0,0,20,United-States,0
50,Private,65408,high-school,9,married,Craft-repair,Husband,White,Male,0,0,50,United-States,1
46,Private,102771,Masters,14,married,Tech-support,Husband,White,Male,0,1977,40,United-States,1
41,Private,309932,school,7,married,Craft-repair,Husband,White,Male,0,0,40,United-States,0
63,Private,133144,high-school,9,married,Other-service,Husband,White,Male,2580,0,20,United-States,0
42,Private,341757,higher,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,0
25,State-gov,183678,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,0
37,Private,265038,higher,10,married,Transport-moving,Husband,White,Male,0,0,50,United-States,0
37,Self-emp-not-inc,203828,high-school,9,married,Sales,Husband,White,Male,0,0,45,United-States,0
33,Private,163392,high-school,9,married,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0,48,United-States,1
50,Private,185846,high-school,9,married,Sales,Husband,White,Male,0,0,55,United-States,1
31,Private,334744,high-school,9,Married-spouse-absent,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,0
29,Private,196564,high-school,9,married,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
46,Private,82946,high-school,9,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,0
39,Federal-gov,116608,high-school,9,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
40,Private,132222,Masters,14,married,Prof-specialty,Husband,White,Male,0,0,50,United-States,0
53,Private,172962,higher,15,married,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
71,Private,258126,school,5,married,Protective-serv,Husband,White,Male,0,0,39,Cuba,0
41,Private,116493,high-school,9,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,13550,0,44,United-States,1
72,Self-emp-not-inc,104090,Bachelors,13,married,Exec-managerial,Husband,White,Male,0,0,40,Scotland,0
27,Private,222442,higher,10,Married-spouse-absent,Prof-specialty,Own-child,White,Male,0,0,25,El-Salvador,0
37,Self-emp-not-inc,30973,high-school,9,married,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
20,Private,177896,high-school,9,Never-married,Handlers-cleaners,Other-relative,Black,Male,0,0,40,United-States,0
30,Private,272432,high-school,9,Never-married,Tech-support,Unmarried,White,Female,0,0,40,United-States,0
41,Private,103980,higher,10,married,Prof-specialty,Husband,White,Male,0,0,52,United-States,0
57,Private,317847,Masters,14,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0,2824,50,United-States,1
28,Private,206889,high-school,9,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
54,Self-emp-not-inc,226735,high-school,9,married,Other-service,Husband,Black,Male,0,0,45,United-States,0
37,Private,116960,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,1
17,Private,176017,school,6,Never-married,Other-service,Other-relative,White,Male,0,0,15,United-States,0
39,Private,206074,Bachelors,13,married,Prof-specialty,Husband,White,Male,0,0,45,United-States,1
40,Local-gov,290660,higher,12,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,8614,0,50,United-States,1
28,State-gov,189765,higher,10,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,0,0,50,United-States,0
38,Private,207568,Bachelors,13,married,Exec-managerial,Husband,White,Male,5178,0,40,United-States,1
28,Private,210867,school,7,Married-spouse-absent,Sales,Own-child,White,Male,0,0,40,United-States,0
36,Private,241998,Bachelors,13,married,Craft-repair,Husband,White,Male,0,0,50,United-States,1
24,Private,278130,high-school,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
31,Private,190027,high-school,9,Never-married,Other-service,Other-relative,Black,Female,0,0,40,United-States,0
38,Private,31848,higher,11,married,Craft-repair,Husband,White,Male,0,0,40,United-States,1
22,Private,315476,school,7,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,0
59,Private,171355,Doctorate,16,married,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
44,Self-emp-not-inc,75065,school,8,married,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,60,Vietnam,0
59,Private,192671,school,7,married,Adm-clerical,Husband,White,Male,7298,0,40,United-States,1
20,Private,270436,high-school,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,0
57,Private,206206,Bachelors,13,married,Sales,Husband,White,Male,0,0,40,United-States,1
50,Private,213290,higher,11,married,Prof-specialty,Wife,White,Female,0,1887,36,United-States,1
62,Private,166691,high-school,9,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,0
36,Self-emp-not-inc,182898,Bachelors,13,married,Exec-managerial,Husband,White,Male,7298,0,40,United-States,1
71,Private,269708,Bachelors,13,Married-spouse-absent,Tech-support,Own-child,White,Female,2329,0,16,United-States,0
58,Private,282023,Bachelors,13,married,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
55,Self-emp-inc,207489,Bachelors,13,Married-spouse-absent,Sales,Not-in-family,White,Female,0,0,50,Germany,0
44,Local-gov,177937,Doctorate,16,married,Prof-specialty,Husband,White,Male,0,0,36,United-States,1
34,Private,146589,high-school,9,Never-married,Prof-specialty,Unmarried,Black,Female,0,0,40,United-States,0
39,Private,114844,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,1876,50,United-States,0
20,Federal-gov,225515,higher,10,Never-married,Tech-support,Own-child,White,Female,0,0,24,United-States,0
24,Private,202959,higher,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
31,Private,109020,Bachelors,13,Never-married,Prof-specialty,Unmarried,Other,Male,0,0,40,United-States,0
28,Private,261278,higher,11,Never-married,Tech-support,Not-in-family,Black,Female,0,0,40,United-States,0
35,Private,206951,higher,10,married,Sales,Husband,White,Male,0,0,40,United-States,1
33,Private,201122,high-school,9,Married-spouse-absent,Tech-support,Not-in-family,White,Male,0,0,40,United-States,0
18,Private,161063,high-school,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,0
41,Self-emp-not-inc,375574,higher,10,married,Sales,Husband,White,Male,0,0,60,Mexico,1
60,Private,54800,high-school,9,married,Other-service,Wife,White,Female,0,0,40,United-States,0
29,Private,103634,high-school,9,Never-married,Protective-serv,Unmarried,White,Male,0,0,35,United-States,0
47,Private,30457,higher,11,married,Other-service,Husband,White,Male,0,0,40,United-States,0
78,Private,33186,school,4,married,Prof-specialty,Husband,White,Male,0,0,60,United-States,0
49,Private,140782,Bachelors,13,married,Prof-specialty,Wife,White,Female,0,2415,3,United-States,1
19,Private,123807,high-school,9,Never-married,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,0
50,Private,132716,high-school,9,married,Transport-moving,Husband,White,Male,0,0,40,United-States,1
55,Private,329797,school,6,married,Craft-repair,Husband,White,Male,0,0,40,United-States,0
42,Self-emp-not-inc,344624,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,99,United-States,1
56,Private,301835,school,3,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0
56,Private,132026,Bachelors,13,married,Sales,Husband,Black,Male,7688,0,45,United-States,1
54,Private,174319,high-school,9,Married-spouse-absent,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,0
28,Private,50814,high-school,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
25,Private,162687,school,8,married,Craft-repair,Husband,White,Male,0,0,40,United-States,1
48,Private,232840,higher,10,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,0,0,43,United-States,0
58,Federal-gov,243929,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,48,United-States,0
38,Private,189092,higher,11,married,Craft-repair,Husband,White,Male,0,0,43,United-States,0
20,Private,157595,higher,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,0
38,Private,99156,high-school,9,Married-spouse-absent,Other-service,Own-child,White,Male,0,0,35,United-States,0
37,Private,422933,Masters,14,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,1
33,Private,156464,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,1
73,Private,84053,high-school,9,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,0,0,15,United-States,0
69,Private,148694,high-school,9,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
46,Self-emp-inc,201865,higher,15,married,Prof-specialty,Husband,White,Male,0,0,60,United-States,1
21,Private,118657,high-school,9,Married-spouse-absent,Machine-op-inspct,Other-relative,White,Male,0,0,40,United-States,0
26,Private,263444,higher,11,Never-married,Tech-support,Not-in-family,White,Male,14344,0,40,United-States,1
36,Private,140854,school,4,married,Adm-clerical,Husband,White,Male,0,0,45,Portugal,0
22,Private,122272,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,35,United-States,0
28,Private,191342,higher,10,Never-married,Sales,Not-in-family,Other,Male,0,0,40,India,0
56,State-gov,138593,higher,12,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
56,Private,343849,higher,10,married,Transport-moving,Husband,Black,Male,0,0,40,United-States,0
57,Local-gov,343447,high-school,9,Married-spouse-absent,Protective-serv,Not-in-family,White,Female,0,0,40,United-States,0
34,Private,258666,higher,11,Never-married,Tech-support,Not-in-family,White,Female,0,1974,40,United-States,0
43,Private,227065,high-school,9,Never-married,Prof-specialty,Not-in-family,White,Male,4650,0,40,United-States,0
40,Local-gov,38876,high-school,9,married,Exec-managerial,Husband,White,Male,0,0,48,United-States,0
32,State-gov,175931,high-school,9,married,Protective-serv,Husband,White,Male,0,0,40,United-States,0
